contentsid,alltag,label,title,address,tag,introduction,readcnt,likecnt,reviewcnt,markcnt,snssharecnt,schedulecnt,visitcnt,evelpt,latitude,longitude,phoneno,sbst,img,thumb,tag_orig
CNTS_000000000019984,"경관/포토,맑음,봄",관광지,도순다원,제주특별자치도 서귀포시 도순동 1-1,경관/포토,녹차밭과 어우러진 한라산의 모습을 볼 수 있는 곳,31279,5,5,168,17,0,0,5,33.273037,126.48306,064-739-0419,"화장품으로 유명한 아모레퍼시픽 그룹이 불모지를 개간하여 우리나라 최초로 다원과 현대식 제다 공장을 만든 곳이다. 
도순다원은 녹차 생산을 통해 지역경제 활성화에 기여할 뿐만 아니라 이산화탄소 감축에도 효과를 지니고 있는 생태관광지다. 
​​​​​​​앞으로는 한라산을 마주해 녹차밭과 어우러진 한라산의 모습을 볼 수 있으며, 뒤로는 제주의 바다를 배경으로 삼고 있다.​​",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2941ef8c-e56e-449d-8540-d907e17bb3ae.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/5a01ddf2-1d52-4555-84be-4ef42199c219.jpg,"경관/포토,맑음,봄,자연경관,포토스팟,녹차,어트랙션"
CONT_000000000500209,"부모,커플,혼자,친구,아이,오름,아주 어려움",관광지,민오름(구좌읍),제주특별자치도 제주시 구좌읍 송당리 산 155,부모,故 이승만 대통령의 별장이였던 귀빈사가 있는 곳,5329,1,5,9,0,0,0,5,33.43717332970755,126.76182586733398,,"남서사면은 비교적 가파른 편이나, 북동사면은 다소 완만하고 얕게 패어 있는 말굽형 화구를 이루면서 두 봉우리가 서남동북방향으로 서로 마주보고 있다. 굼부리의 북동쪽 일각은 단절되어 바깥쪽에 작은 골짜기를 이루면서 두 가닥으로 다리를 뻗어 내리고 있으며, 낙엽수와 상록교목의 자연림을 이루고 있으며, 식생은 동백나무, 생달나무, 식나무 등이 자라고 바닥에는 복수초도 자라고 있다. 화구방향의 동북사면에는 낙엽수, 상록교목들이 주종을 이루면서 자연림의 울창한 숲을 이루고, 나머지 정상부는 풀밭을 이루며 군데군데 잡목이 식생한다. 민오름이라는 명칭은 모양이 둥긋하고 나무가 없어 미끈한 민둥산이라는 데서 붙여졌다. 오름의 서쪽 기슭에는 이승만 초대대통령의 별장이었다는 귀빈사가 자리하고 있다.",https://api.cdn.visitjeju.net/photomng/imgpath/202111/26/714f3038-a2b6-44c0-bae2-b673c77e5b54.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/26/31f16cc7-49c2-4ad0-9585-977be18b4188.jpg,"부모,커플,혼자,친구,아이,오름,자연경관,도보여행,도보,어린이"
CNTS_000000000020118,"돼지고기,해산물,된장찌개,한식,음식,흑돼지,흑돼지구이,오겹살,목살,전복뚝배기,김치찌개,반려동물,반려동물동반입장,혼저옵서개,반려동물동반식당카페,공용주차장,현금결제,카드결제,화장실,흡연구역,음료대,아주 어려움",음식점,바다를본돼지(판포점),제주특별자치도 제주시 한경면 판포리 2881-4,돼지고기,제주흑돼지와 해산물의 조화,6649,1,5,42,2,0,1,5,33.3656791,126.1979116,064-772-5509,"협재바다 인근에 위치하고 있으며 비양도가 보이는 바다 앞에서 운치있는 식사를 즐길 수 있다. 
회가 반찬으로 나오고, 푸짐한 해산물과 두툼한 돼지고기를 맛볼 수 있다. 
묵은지, 해산물, 돼지고기의 삼합과 딱새우가 들어간 된장찌개는 진정 제주도에서만 접할 수 있는 조합이다. 
스태프가 고기를 구워주기 때문에 기분좋게 먹을 준비만 하고 가면 되겠다. 노형오거리 근처 정존마을에 2호점이 있어서 제주시내에서도 방문할 수 있다.",https://api.cdn.visitjeju.net/photomng/imgpath/202111/15/8c09530d-f544-4202-ba99-225ed0e2ed5c.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/15/01f0fb09-56b2-48ac-85ba-b8bb09487bce.jpg,"돼지고기,해산물,된장찌개,한식,음식,흑돼지,흑돼지구이,오겹살,목살,전복뚝배기,김치찌개,반려동물,반려동물동반입장,반려동물동반_식당카페,흑돼지오겹살,키조개볶음,새우구이,전복구이,뚝배기,돌솥밥"
CONT_000000000500233,"문화유적지,유도 및 안내시설,아주 어려움",관광지,백조일손지묘(백조일손지지),제주특별자치도 서귀포시 안덕면 사계리,문화유적지,4.3항쟁시 억울하게 죽은 유골들을 모아 추모할 수 있도록 만든 묘,5791,1,5,4,1,0,0,5,33.20672,126.2813,064-760-2505,"한국전쟁 당시 예비검속에 의해 희생된 사람들 중 일부가 묻힌 무덤. 당시 모슬포경찰서 관할 양곡 창고에는 예비검속으로 7월 초부터 붙잡혀온 347명의 무고한 양민들이 수용되어 있었는데 1950년 8월 20일 (음 7월 7일)밤중에 이들 중 250명 가량을 창고에서 끌어내어 해병대와 경찰들이 합동으로 섯알오름(송악산의 한 봉우리) 기슭에서 새벽 2시와 5시경에 61명, 149명으로 나누어 총살을 하였다. 백조일손 희생자란 이 때 희생된 210명~250명 중 1957년에 발굴되어 현 묘역에 안장된 132명을 말한다. 2시경에 희생된 61구의 시신은 3년(혹자는 6년)후 경찰의 눈을 피해 몰래 파내어 한림읍 갯거리오름 공동묘지에 안장하였지만 약 40명의 명단과 시신은 아직도 그 행방을 알지 못한다. 총살당한 시신을 수습할 자유마저 빼앗긴 채 눈물로 세월을 보내다가 6년 8개월만에 거의 형체도 알 수 없는 시신 149구의 유골을 수습하고 그 중 132구를 현재의 공동 묘역에 안장하였다(시신 중 옷가지 등으로 구별할 수 있었던 경우는 가족들이 독자적으로 수습)1960년에는 유족들이 묘비를 세워 '백조일손지묘'라 칭하고 뒷면에 희생자들의 이름을 새겨 넣었다. 시신을 구별할 수 없었기에 '백 할아버지의 한 자손'이라는 뜻으로 이름을 붙였던 것이다. 그러나 1961년, 5.16 쿠데타 세력의 횡포로 비가 박살나는 수난을 겪었다. 오늘날의 위령비는 1993년에 다시 제작한 것이며 부서진 비 조각은 땅에 묻혀 있다가 1999년에 발굴하여 현 위령비 옆에 전시해 놓고 있다.",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e5578ff7-eaf4-445f-b75d-797593b45de1.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/ad1ef4d3-9b44-454d-927d-0094e6571b1d.jpg,"문화유적지,자연경관,문화관광,역사유적"
CONT_000000000500243,"오름,걷기/등산,봄,자연경관",관광지,별도봉,제주특별자치도 제주시 선반로 (화북일동),오름,화북악이라고 부르는 곳으로 제주항과 앞바다 등이 한눈에 내려다보이는 오름,8827,2,5,16,4,0,1,4,33.51933304545922,126.55299740626833,064-728-3605,"화산 쇄설성 퇴적암과 용암으로 구성되어 있으며, 정상봉에서 북측사면의 등성이가 바다 쪽으로 뻗은 벼랑이 있다. 벼랑 밑 해안단에는 고래굴과 애기업은돌이라 불리는 기암이 있다. 아름다운 산책로를 가지고 있으며 별도봉을 감아도는 해발 136m의 해안 절벽을 끼고 단장해 놓은 산책로를 장수로라 하는데, 이곳에선 높은 봉우리와 제주항 입출항 선박 및 푸른바다 등 해안절경 조망이 가능하다. 연인끼리 혹은 가족끼리 산책할 수 있는 아름다운 장소다.",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2deaa7b2-328c-4241-92f5-8d685db26894.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/5baf2687-7d68-4605-a067-c5c0522d9e73.jpg,"오름,걷기/등산,봄,자연경관"
CNTS_000000000000614,"야영장,캠핑장,액티비티,아이,맑음,체험,레저/체험,어린이,수상레저,캠핑,언택트,어트랙션,안전여행스탬프,반려동물,반려동물동반입장,혼저옵서개,테마공원,반려동물동반_관광지,공용주차장,화장실,장애인 전용 주차장,아주 어려움",관광지,비체올린,제주시 한경면 판포리 725번지,야영장,카약타고 캠핑하고 상상 그 이상의 즐거움이 가득한 국내최초 힐링카약파크!!,26175,6,5,150,11,0,0,5,33.35901,126.21184,064-773-0000,,https://api.cdn.visitjeju.net/photomng/imgpath/202207/06/24f3b7f6-eb99-4adb-ab09-9a5a7e569dfa.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202207/06/674c083c-5f12-4f15-9cac-26224882f38c.jpg,"야영장,캠핑장,액티비티,아이,맑음,체험,레저/체험,어린이,수상레저,캠핑,언택트,어트랙션,안전여행스탬프,반려동물,반려동물동반입장,테마공원,반려동물동반_관광지,무장애관광"
CNTS_000000000020195,"휴식/힐링,가을",관광지,순례자의교회,제주특별자치도 제주시 한경면 용수리 2410,휴식/힐링,한경에 위치한 아주 작은 교회,9275,0,5,58,19,0,0,4,33.319828,126.18061,070-7569-0460,"순례자의 교회는 올레길 13코스에 위치하는데,&nbsp; 세상에서 가장 작은 교회라고 알려져 있다.&nbsp;예배 시간이 정해 지지 않고 관광객이나 이용객들이 잠시 명상을 할 수 있게 마련된 장소다.",https://api.cdn.visitjeju.net/photomng/imgpath/202111/26/0a879436-8aa4-4237-920a-107ea9f79f16.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/26/71a64cda-d04f-4134-9b1d-fa6065917f2d.JPG,"휴식/힐링,가을,어트랙션"
CNTS_000000000022771,"테마공원,맑음,아이,실내관광지,어린이,어트랙션,안전여행스탬프,제주신화월드,카드결제,화장실,공용주차장,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,현금결제,카드결제,현금결제,Room charge, Shinhwa reward point, Landing casino point, Samsung pay, Union pay, Alipay, Wechat pay,영어,중국어,단차없음,단독접근가능,장애인 화장실,수동 휠체어 대여 가능,장애인 전용 주차장,테이블 비치,쉬움,실내+실외,중,기타,2~3시간",관광지,신화테마파크,서귀포시 안덕면 신화역사로304번길 98,테마공원,한국 토종 애니메이션으로 세계적인 인기를 끈 라바의 세계관이 곳곳에 심어진 정통 테마파크..,44999,9,5,281,13,0,0,5,33.299404,126.3193,1670-1188,"캐릭터와 스토리가 살아 숨쉬는 미지의 세계, 신화테마파크
한국 토종 애니메이션으로 세계적인 인기를 끈 라바의 세계관이 곳곳에 심어진 정통 테마파크. 제주 유일의 롤러코스터인 '댄싱 오스카'를 포함한 짜릿한 놀이기구들은 투바앤의 유머 넘치는 디자인을 입고 세상 어디에도 없는 독창적인 테마파크로 완성되었다. 모험의 시작점이 되어주는 '로터리 파크'를 지나, 신비한 정글 고대 도시 '오스카 뉴월드'를 거쳐, 귀여운 캐릭터가 가득한 '라바 어드벤처 빌리지'에 도착하는 동안 15개의 최신 놀이기구와 어트랙션, VR체험과 게임, 퍼레이드와 쇼 등을 즐길 수 있다.

정상요금 :  성인 | 소인 - 39,000원 
 원하는 놀이기구만 즐기는 싱글 4,000원 | 빅 3 11,000원 | 빅 5 18,000원
 하루종일 무제한 특가로 즐기는 자유이용권 20,000원 ",https://api.cdn.visitjeju.net/photomng/imgpath/202301/02/e9f4ba08-53a6-4768-89bb-ee21835224ac.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202301/02/5e99a9bf-c105-4da0-a1c9-e69dc3af70a8.jpg,"테마공원,맑음,아이,실내관광지,어린이,어트랙션,안전여행스탬프,제주신화월드,무장애관광"
CNTS_000000000020416,"실내,미술/박물관,비.눈,사계절,실내관광지,문화관광,어트랙션,실내,하,공연/전시,1시간 미만",관광지,아라리오뮤지엄탑동시네마,제주특별자치도 제주시 삼도2동 1261-8,실내,원도심속 버려진 건물을 개조해 만든 전시관,8298,2,5,20,3,0,0,4,33.51742,126.52344,--064-720-8201,"국내 최고의 미술품 커렉터로 꼽히는 김창일 회장이 제주 탑동 인근 원도심에 버려진 건물을 이용해 만든 현대미술 전시관. 

오래된 건물을 크게 개조하지 않고 곳곳에 이전의 흔적을 남겨두어 현대 미술품 뿐만 아니라 원도심의 정취를 느낄 수 있다. 플래시를 끄면 카메라 촬영이 가능하며 건물5층에는 원도심과 탑동을 내려다보며 음료를 즐길수 있는 카페와 기념품샵이 있다. 
​​​​​​​아라리오뮤지엄 입장권을 끊으면 도보 1-2분 거리의 바이크샵(시즌전시)도 입장이 가능하다.",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3b15f398-8e0b-40be-82d4-37e9916fbab5.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/76315b9d-22e6-42bb-ab9d-13d992641003.gif,"실내,미술/박물관,비.눈,사계절,실내관광지,문화관광,어트랙션"
CNTS_000000000019909,"일몰,밤,커플,화장실,편의점",관광지,용두암해안도로카페거리,제주특별자치도 제주시 용담3동,일몰,낭만스러운 노을을 감상할 수 있는 곳,11784,4,5,156,4,0,0,5,33.519577,126.492165,--,"해안도로 카페거리를 걸으며 낭만을 느껴보자

용두암 해안도로 카페거리는 공항과 가까운 용담에 위치한 해안도로로
용두암, 용연, 용담 레포츠 공원, 어영공원과 카페거리 등 주요 볼거리가 해안선을 따라 길게 늘어서 자리 잡고 있어
먹을거리, 볼거리가 한데 어울려 있을 뿐만 아니라 월성선사주거지, 용담선사무덤유적지, 고인돌 등의 중요한 문화유적지도 볼 수 있다.

또한 많은 카페와 음식점들과 제주의 아름다운 해안도로 경치를 만끽할 수 있어 관광객들의 발걸음이 잦다. 
바다가 훤히 보이는 카페에 앉아 아름다운 바다 풍경은 즐길 수 있으며, 
늦은 오후에는 넓은 바다 위로 보이는 노을이 잊지 못할 아름다움을 선사하고
저녁엔 한치 배의 불빛이 바다의 조명이 되어 바다를 더욱 아름답게 비추어준다.

산책로로도 길이 잘 닦여있어 산책하기에도 제격이니
이러한 풍경을 감상하며 바다 내음을 들이마시며 산책하면 지친 몸과 마음을 힐링할 수 있을 것이다.",https://api.cdn.visitjeju.net/photomng/imgpath/202111/30/6fda3d54-3bf3-4fb6-aae5-c4580e953087.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/30/4e32bcdd-765f-453e-afa9-9b3c5d828e6a.JPG,"일몰,밤,커플,드라이브"
CNTS_000000000022752,오름,관광지,이승이오름(이승악),[object Object],오름,이승이오름은 살쾡이를 닮아서 이승이란 이름을 갖게 되었지만 정확한 생김새를 확인하기는 수월치 않다. 능선에 울창하게 자라난 나무들 때문이다.,5999,0,5,16,5,0,0,5,33.36066,126.597206,--,"이승이오름은 살쾡이를 닮아서 이승이란 이름을 갖게 되었지만 정확한 생김새를 확인하기는 수월치 않다. 능선에 울창하게 자라난 나무들 때문이다. 이승이오름은 동쪽으로 움푹 파인 말발굽 형태를 가지고 있다. 제주 오름에서 흔히 볼 수 있는 모습이다. 주차장에 차를 세우고 이승이오름 갈림길에 들어서면 이승이오름 순환코스, 수악길, 신례공동목장으로 갈라지는 길의 이정표가 선명하게 보인다. 

이승이오름 순환 코스는 들머리에서 제2코스 갈림길, 해그문이소, 정산 등반로 입구, 일본군 갱도진지동굴, 화산탄, 삼나무 숲, 표고밭 입구를 지나 다시 돌아온다. 서편 능선 하단부에는 작은 하천이 흐르고 있다. 평범할 것 같은 이승이오름은 천혜의 비경을 이곳에 숨겨 놓았다. 하천은 비가 내린 다음에는 수량이 늘어나는데 상류 부분에는 20m가 넘는 하천 절벽이 병풍처럼 막아서 있고 그 아래 폭포가 되어 흘러내린 물이 깊이 3~5m의 소를 이루고 있다. 이곳이 바로 해그문이소이다. 해그문이는 ‘해가 가려진’ 이란 뜻을 가지고 있다. 해그문이소는 소를 덮은 나무들이 빽빽하고 울창해 한낮에도 해를 볼 수 없다고 하여 붙여진 이름이다. 

이곳에 이르면 마치 깊은 원시림에 들어와 있는 느낌이 든다. 하천 절벽과 주변을 에워싼 구실밤나무 숲은 마치 바깥 세상과 단절을 이루는 경계와 같다. 이끼를 잔뜩 머금은 바위와 검푸른 물빛은 태고의 분위기를 자아낸다. 숯 가마터 흔적과 화산암 덩어리를 뿌리로 감싸 안은 나무들의 식생 또한 경이롭고 신기하다. 해그문이소는 신례천 숲길을 따라 걷다가도 만날 수 있으며 한라산 둘레길 중 수악에서 사려니숲으로 이어지는 코스에도 포함되어 있다. ",https://api.cdn.visitjeju.net/photomng/imgpath/202002/25/8da4a41f-6e2f-447b-9ea6-b184ce903f07.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202002/25/416f96c8-eb01-4aba-a2dd-efa54e4a6289.jpg,"오름,자연경관,도보여행,도보"
CNTS_000000000020959,"일몰,오름,걷기/등산,공용주차장,화장실,유도 및 안내시설,아주 어려움",관광지,"저지오름(닥몰오름,새오름)",제주특별자치도 제주시 한경면 저지리 산 51,일몰,비양도와 한라산이 보이는 저지리의 아름다운 오름,14975,1,5,22,5,0,0,5,33.333008,126.25095,064-728-7952,"오름은 제주 여행의 필수 코스 중 하나로 자리 잡았다. 그중 제주올레 13코스의 종점에 위치한 저지오름은 많은 사람들이 찾는 만큼 아름다운 풍경을 자랑하는 오름 중 한 곳이며, 2005년에는 생명의숲으로 지정되었고, 2007년 제8회 아름다운 숲 전국대회에서 대상(생명상)을 받았다. 저지오름은 그전까지는 '닥몰오름'이라 불렀으며, 저지의 옛 이름이 '닥모루'(닥몰)였다고 한다.

정상까지 소요시간은 45분여가 소요되며, 정상 전망대까지 1.9km 이다. 입구에서는 제주의 향이 물씬 나는 감귤나무가 사람들을 반긴다. 저지오름 둘레길을 따라 전망대로 향하는 길 곳곳에 보이는 아름다운 자연 풍경은 마음을 편안하게 한다.

둘레길은 1,5km로 완만한 숲길로 이어져 있으며, 둘레길이 끝나는 지점에 정상으로 가는 계단이 있다. 계단을 오르고 길을 지나는 길에는 보리수나무, 찔레나무, 닥나무 등이 빽빽이 우거져 있는 것을 볼 수 있다. 전망대에 도착하면 한라산, 산방산, 송악산, 이시돌오름, 금악오름, 당산봉 등 주변 오름 들을 한 눈에 볼 수 있으며, 서쪽으로는 비양도, 가파도까지 볼 수 있다. ​​​​​​​",https://api.cdn.visitjeju.net/photomng/imgpath/201907/24/4d60c3e1-77b5-469d-b883-710cbf67585f.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201907/24/2a79f2f1-0fe9-425d-8fed-c6e6b1f2455f.jpg,"일몰,오름,걷기/등산,자연경관,도보여행,도보"
CNTS_000000000020312,"올레,걷기/등산,친구,혼자,봄,가을",관광지,제주올레 19코스,제주특별자치도 제주시 조천읍 조천리 1142,올레,다채롭고 아름다운 제주올레 19코스,10112,5,5,26,7,0,1,4,33.52431,126.64442,064-762-2190,"제주올레 19코스인 조천-김녕 올레는 제주시 조천 만세동산을 시작으로 신흥, 함덕, 북촌, 동복을 거쳐 김녕으로 이어진다. 또한 제주에서 가장 아름다운 모습들을 펼쳐 보여주며 심심할 틈 없이 바다, 오름, 곶자왈, 마을, 밭 등을 자연스레 넘어가듯 볼 수 있다는 점에서 굉장히 매력적이다. 
코스 난이도는 서우봉 오르는 길에서만 천천히 숨을 고르며 쉬어가듯 걷는다면 모든 구간이 평탄하고 대체로 괜찮은 편이다. 

코스 경로는 조천 만세동산을 시작으로 신흥리 백사장(3.4km), 함덕 서우봉해변(6km), 너븐승이 4.3기념관(8.8km), 북촌포구 등명대(9.7km), 동북리 마을 운동장(12.3km), 김녕농로(16.1km), 김녕 서포구(어민복지 회관)을 끝으로 총 19.2km이며 6시간~8시간이 걸린다.



19코스 시작점을 찾는다면, 제주시에서는 제주국제공항이나 제주시외버스터미널에서 101번을 타고 조천환승정류장(조천리사무소)정류장에서 하차,도보로 5분정도 걸으면 되며, 서귀포시에서는 서귀포 시외버스터미널에서 101번을 타고 마찬가지로 조천환승정류장(조천리사무소)정류장에서 하차,도보로 5분정도 걸으면 된다. 다른 올레 코스보다 더욱 다채롭고 매력 있는 올레길을 걷고 싶다면 19코스인 조천-김녕 올레를 추천하는 바이다. ",https://api.cdn.visitjeju.net/photomng/imgpath/202111/30/abf8b7cf-f1f6-4a09-947e-28be81b0d241.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/30/e4bb97e5-4e12-47ae-9a20-79d859d10a27.jpg,"올레,걷기/등산,친구,혼자,봄,가을,도보여행,도보"
CNTS_000000000020313,"올레,걷기/등산,친구,혼자,봄,가을",관광지,제주올레 20코스,제주특별자치도 제주시 구좌읍 행원동길 22,올레,아름다운 제주바다와 바람의 길,9131,5,5,42,3,0,0,5,33.554977,126.7993,064-762-2190,"제주올레 20코스 김녕-하도 올레는 제주하면 떠올리게 되는 바람을 자주 만날 수 있는 곳이다. 바람으로 이어진 김녕-하도 올레는 해안가를 따라 제주의 바다를 보며 사이사이에 마을을 많이 지나고, 포장된 길을 어느 정도 만날 수 있어 걷기에 비교적 괜찮다. 

코스 경로는 김녕 서포구(어민복지 회관)을 시작으로 김녕 성세기 해변(1.6km), 환해장성(3km), 월정해변(6.9km), 행원포구(광해군 기착비 앞)(8.1km), 좌가 연대(11km), 계룡동 마을회관(13.3km), 뱅듸길(15.4km), 제주해녀 박물관을 끝으로 총 17.4km이며 5~6시간이 걸린다.

20코스 시작점을 찾아가려면, 제주시에서는 제주 시외버스터미널에서, 서귀포시에서는 서귀포 시외버스터미널에서 각각 101번 버스를 이용하여 김녕환승정류장(김녕초등학교)로 하차, 도보로 11분 정도 걸어가면 된다. 바람을 맞으며 해안을 따라 줄지어있는 풍력발전기와 바다의 멋진 풍광을 보고 싶다면 제주올레 20코스인 김녕-하도 올레를 추천한다. ​​​​​​​",https://api.cdn.visitjeju.net/photomng/imgpath/202111/30/b20a4828-bc7e-4dc3-a1b2-b6d0d359c4a1.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/30/ea5ef581-9455-458d-be38-173e54f93772.jpg,"올레,걷기/등산,친구,혼자,봄,가을,자연경관,도보여행,도보"
CNTS_000000000020296,"올레,걷기/등산,친구,가을",관광지,제주올레 4코스,제주특별자치도 서귀포시 남원읍 태흥리 200-2,올레,표선 해비치 해수욕장부터 감귤이 유명한 남원까지,9091,0,5,34,3,0,0,5,33.299873,126.75359,064-762-2190,"총 23.6km로 걷는 시간은 약 6~7시간. 코스 난이도는 높은편이다. 가장 긴 코스로 오름과 해안의 도로를 포함한다. 4코스에서는 해안을 따라 이어진 해안도로를 티고 장기간 걷게 된다. 절반은 아름다운 해안 올레고, 나머지 절반은 오름과 중산간 올레다. 

가마리 해녀올레는 ‘세계 최초의 전문직 여성’으로 불리는 제주 해녀들의 삶을 여실히 보여주는 곳이며, 이곳을 거쳐 ‘가는개’로 가는 숲길은 제주올레에 의해 35년 만에 복원되었다. 토산리 망오름과 거슨새미는 중산간의 특별한 풍광을 오롯이 간직하고 있는데, 거슨새미 가는 길은 제주올레가 새로이 낸 길이다.
",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/6cd2555d-49a6-48a7-a8d4-2bcc06e169c6.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/a652541c-d372-41ed-8148-85c8aebe1e44.jpg,"올레,걷기/등산,친구,가을,자연경관,도보여행,도보"
CNTS_000000000019197,"친구,부모,맑음,체험관광,액티비티,커플,골프,공용주차장,현금결제,카드결제,화장실,흡연구역,음료대,아주 어려움",관광지,중문골프장,제주특별자치도 서귀포시 색달동 2101,친구,미 PGA가 아시아에서는 최초로 공인한 정통골프코스가 있는 곳,3200,0,5,2,0,0,0,5,33.252026,126.40774,064-738-1202,"중문관광단지내 총 18홀로 이루어져 있으며 한라 (OUT), 해안 (IN) COURSE 각 9홀씩 구성되어 있으며, 동시 티업으로 진행하고 있다.",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/be386259-fc97-42a5-b681-2ff17c52bfd3.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/4a7be55d-c4a5-4b03-a150-2117475a74a3.jpg,"친구,부모,맑음,체험관광,액티비티,커플,골프,체험,레저/체험,어트랙션"
CNTS_000000000022881,"문화유적지,4.3",관광지,진아영 할머니 집터,제주특별자치도 제주시 한림읍 월령리 381,문화유적지,총탄에 턱을 맞고 쓰러진 뒤 무명천으로 턱을 가린 채 후유증으로 삶을 살아가셨던 진아영 할머니,6420,3,5,7,8,0,0,5,33.376026,126.21468,--,"​온 마을이 선인장 천국이다. 밭과 우영에도, 울담과 올래길에도 손바닥을 세운 채 검은 열매를 키우고 있다. 한림읍 월령리는 천연기념물로 지정된 손바닥 선인장 자생지면서 대부분의 주민들이 선인장을 키우는 우리나라 유일의 선인장 마을이다.이 마을에는 죽어서야 역사의 새로운 의미로 다가온 무명천 할머니의 지난한 삶이 녹아있는 작은 집이 하나 있다. 불러도 대답 없는 문패가 뚜렷하고, 그 집 이마에 새겨진 한 마리의 새는 할머니의 한 많은 세월을 하늘나라로 잘 인도하고 있을까.

한국현대사 최대의 비극인 4·3이라는 죽음의 광풍 속에 숱한 아픔을 간직한 채 평생을 남모르게 울음을 삼키며 살아왔던 무명천 할머니. 그녀는 '진아영'이라는 예쁜 이름을 갖고 있었다. 진아영 할머니는 이름보다 무명천 할머니가 익숙하다. 얼굴을 감싼 무명천 때문이다. 무명천 할머니는 1914년생으로, 4·3이 일어난 다음해인 1949년 1월 35살의 나이에 한경면 판포리의 집 앞에서 경찰이 무장대로 오인해 발사한 총탄에 턱을 맞고 쓰러진 뒤 구사일생으로 목숨을 건졌다. 그 뒤 할머니는 무명천으로 턱을 가린 채 말을 할 수도 없고 음식도 제대로 먹지 못하는 55년의 외롭고 고통스러운 삶을 살아오다 2004년 9월 8일 한 많은 세상을 등졌다.
​​​​​​​
무명천 진아영 할머니는 4·3당시 고향 판포리의 오빠 집에서 농사를 지으며 살아가던 순박하고 평범한 서른 다섯의 아낙이었다.1948년 10월 11일, 이승만 정부는 4·3 토벌의 중심 부대로 제주도경비사령부(사령관 송요찬 중령)를 새로 설치하여 강력한 토벌정책을 실시한다. 게다가 11월 17일에는 대통령 령 31호로 제주도에 한정된 계엄령이 선포돼 이후 군경의 토벌은 점점 무차별 학살로 변해 갔다. 특히 국군 9연대와 2연대의 교체시기였던 1948년 12월과 1949년 1월, 2월의 잔인한 토벌에 따른 도민들의 희생은 엄청났고 제주도는 '죽음의 섬'으로 가엾게 존재할 뿐이었다.바로 이런 상황에서 한림 주둔 2연대(연대장 함병선 대령)와 한림지서 경찰들에 의한 판포리 토벌이 이뤄졌고, 1949년 1월 무명천 할머니는 경찰 토벌대의 총에 턱을 맞고 만 것이다.

2008년 3월 25일, 월령리 무명천할머니 생전의 집을 전시관으로 탈바꿈하여 오픈하였다. 진아영 할머니가 돌아가시면서 집이 헐리게 되자, 시민단체 사람들이 ‘진아영 할머니 삶터 보존위원회'(공동대표 정민구, 박용수)를 구성하여 4.3의 상징인 진아영 할머니의 생전 모습을 복원하여 알리자는데 뜻이 모여져 진행된 일이었다.

월령리가 인연이 된 것은 아무도 돌봐줄 사람이 없는 할머니를 언니가 월령리로 데리고 가서 살면서부터이다. 이곳에서 할머니는 선인장 열매나 톳을 따다가 품팔이를 하면서 연명했다. 턱과 이가 없어 씹지를 못하니 소화불량으로 인한 위장병과 영양실조는 늘 달고 다녀야 했다. 일주일에 이틀은 병원에 가는 날이다. 이처럼 4.3사건의 후유증은 진아영 할머니의 삶을 좌지우지했고, 이런 할머니의 모습을 1998년 다큐멘터리 제작단(감독 김동만)에 의해 ‘무명천 할머니’로 제작되어 상영되었다. 이 작품은 대학가, 시민단체, 각종 행사에서 자주 상영되면서, 4.3하면 ‘무명천 할머니’를 떠올리게 했다.​",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/c26e319a-4106-4ad1-8484-c762a255dfcc.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/06db4d95-4ff5-493b-985c-f246070adc2e.jpg,"문화유적지,4.3,문화관광,제주4.3,역사유적,어트랙션"
